dataset,model,desc_framework,query_idx,golden_answer_norm,majority_vanilla,majority_first,majority_rand,majority_weighted
SocialQA,gemma-3-12b-it,Flow Theory,44,0,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,45,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,46,1,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,47,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,48,0,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,49,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,50,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,51,0,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,52,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,53,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,54,1,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,55,1,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,56,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,57,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,58,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,59,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,60,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,61,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,62,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,63,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,64,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,65,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,66,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,67,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,68,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,69,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,70,0,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,71,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,72,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,73,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,74,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,75,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,76,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,77,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,78,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,79,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,80,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,81,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,82,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,83,2,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,84,1,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,85,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,86,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,87,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,88,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,89,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,90,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,91,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,92,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,93,1,1,1,1,1
SocialQA,gemma-3-12b-it,Flow Theory,94,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,95,2,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,96,0,0,0,0,0
SocialQA,gemma-3-12b-it,Flow Theory,97,2,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,98,0,2,2,2,2
SocialQA,gemma-3-12b-it,Flow Theory,99,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,0,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,1,2,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,2,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,3,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,4,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,5,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,6,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,7,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,8,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,9,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,10,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,11,1,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,12,2,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,13,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,14,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,15,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,16,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,17,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,18,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,19,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,20,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,21,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,22,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,23,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,24,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,25,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,26,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,27,0,1,1,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,28,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,29,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,30,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,31,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,32,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,33,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,34,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,35,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,36,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,37,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,38,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,39,1,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,40,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,41,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,42,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,43,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,44,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,45,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,46,1,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,47,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,48,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,49,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,50,0,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,51,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,52,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,53,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,54,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,55,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,56,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,57,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,58,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,59,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,60,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,61,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,62,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,63,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,64,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,65,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,66,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,67,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,68,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,69,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,70,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,71,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,72,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,73,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,74,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,75,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,76,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,77,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,78,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,79,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,80,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,81,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,82,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,83,2,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,84,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,85,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,86,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,87,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,88,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,89,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,90,1,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,91,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,92,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,93,1,1,1,1,1
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,94,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,95,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,96,0,0,0,0,0
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,97,2,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,98,0,2,2,2,2
SocialQA,gemma-3-12b-it,Freudian Psychoanalysis,99,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,0,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,1,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,2,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,3,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,4,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,5,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,6,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,7,1,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,8,1,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,9,0,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,10,0,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,11,1,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,12,2,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,13,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,14,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,15,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,16,0,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,17,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,18,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,19,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,20,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,21,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,22,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,23,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,24,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,25,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,26,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,27,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,28,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,29,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,30,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,31,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,32,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,33,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,34,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,35,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,36,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,37,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,38,0,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,39,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,40,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,41,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,42,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,43,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,44,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,45,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,46,1,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,47,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,48,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,49,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,50,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,51,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,52,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,53,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,54,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,55,1,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,56,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,57,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,58,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,59,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,60,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,61,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,62,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,63,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,64,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,65,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,66,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,67,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,68,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,69,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,70,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,71,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,72,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,73,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,74,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,75,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,76,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,77,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,78,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,79,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,80,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,81,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,82,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,83,2,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,84,1,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,85,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,86,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,87,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,88,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,89,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,90,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,91,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,92,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,93,1,1,1,1,1
SocialQA,gemma-3-12b-it,Mental Models,94,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,95,2,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,96,0,0,0,0,0
SocialQA,gemma-3-12b-it,Mental Models,97,2,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,98,0,2,2,2,2
SocialQA,gemma-3-12b-it,Mental Models,99,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,0,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,1,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,2,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,3,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,4,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,5,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,6,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,7,1,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,8,1,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,9,0,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,10,0,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,11,1,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,12,2,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,13,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,14,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,15,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,16,0,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,17,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,18,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,19,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,20,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,21,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,22,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,23,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,24,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,25,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,26,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,27,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,28,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,29,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,30,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,31,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,32,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,33,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,34,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,35,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,36,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,37,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,38,0,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,39,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,40,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,41,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,42,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,43,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,44,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,45,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,46,1,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,47,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,48,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,49,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,50,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,51,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,52,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,53,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,54,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,55,1,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,56,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,57,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,58,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,59,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,60,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,61,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,62,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,63,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,64,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,65,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,66,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,67,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,68,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,69,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,70,0,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,71,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,72,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,73,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,74,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,75,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,76,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,77,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,78,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,79,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,80,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,81,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,82,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,83,2,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,84,1,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,85,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,86,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,87,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,88,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,89,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,90,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,91,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,92,0,0,0,0,0
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,93,1,1,1,1,1
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,94,2,2,2,2,2
SocialQA,gemma-3-12b-it,Myers-Briggs Type Indicator,95,2,0,0,0,0
